Year,Month,RecreationVisits,UnitCode
2013,3,49637,CAVE
2013,4,29066,CAVE
2013,5,37253,CAVE
2013,6,52188,CAVE
2013,7,67267,CAVE
2013,8,46967,CAVE
2013,9,28603,CAVE
2013,10,8040,CAVE
2013,11,18746,CAVE
2013,12,22904,CAVE
2014,1,16251,CAVE
2014,2,16157,CAVE
2014,3,43129,CAVE
2014,4,34926,CAVE
2014,5,37253,CAVE
2014,6,49729,CAVE
2014,7,65899,CAVE
2014,8,47616,CAVE
2014,9,18768,CAVE
2014,10,23537,CAVE
2014,11,19874,CAVE
2014,12,24170,CAVE
2015,1,11930,CAVE
2015,2,16416,CAVE
2015,3,49677,CAVE
2015,4,37600,CAVE
2015,5,45315,CAVE
2015,6,58142,CAVE
2015,7,82452,CAVE
2015,8,48084,CAVE
2015,9,31630,CAVE
2015,10,29050,CAVE
2015,11,19488,CAVE
2015,12,15936,CAVE
2016,1,13534,CAVE
2016,2,13046,CAVE
2016,3,51157,CAVE
2016,4,27222,CAVE
2016,5,40834,CAVE
2016,6,60625,CAVE
2016,7,89963,CAVE
2016,8,43799,CAVE
2016,9,33676,CAVE
2016,10,32932,CAVE
2016,11,27810,CAVE
2016,12,32175,CAVE
2017,1,17746,CAVE
2017,2,20342,CAVE
2017,3,67429,CAVE
2017,4,45744,CAVE
2017,5,53960,CAVE
2017,6,61408,CAVE
2017,7,81748,CAVE
2017,8,42952,CAVE
2017,9,27714,CAVE
2017,10,31570,CAVE
2017,11,38440,CAVE
2017,12,30973,CAVE
2018,1,19172,CAVE
2018,2,21051,CAVE
2018,3,64669,CAVE
2018,4,33182,CAVE
2018,5,39735,CAVE
2018,6,63091,CAVE
2018,7,76302,CAVE
2018,8,37116,CAVE
2018,9,31053,CAVE
2018,10,44238,CAVE
2018,11,27358,CAVE
2018,12,8945,CAVE
2019,1,3093,CAVE
2019,2,19470,CAVE
2019,3,56581,CAVE
2019,4,37543,CAVE
2019,5,41516,CAVE
2019,6,57111,CAVE
2019,7,69444,CAVE
2019,8,36354,CAVE
2019,9,28455,CAVE
2019,10,33014,CAVE
2019,11,27519,CAVE
2019,12,30591,CAVE
2020,1,21319,CAVE
2020,2,20860,CAVE
2020,3,28925,CAVE
2020,4,1138,CAVE
2020,5,1338,CAVE
2020,6,10124,CAVE
2020,7,18855,CAVE
2020,8,17002,CAVE
2020,9,16717,CAVE
2020,10,21424,CAVE
2020,11,9265,CAVE
2020,12,16868,CAVE
2021,1,16219,CAVE
2021,2,13270,CAVE
2021,3,30749,CAVE
2021,4,25859,CAVE
2021,5,29206,CAVE
2021,6,34015,CAVE
2021,7,53346,CAVE
2021,8,29210,CAVE
2021,9,24922,CAVE
2021,10,34791,CAVE
2021,11,28082,CAVE
2021,12,29575,CAVE
2022,1,20549,CAVE
2022,2,21887,CAVE
2022,3,48021,CAVE
2022,4,37869,CAVE
2022,5,34898,CAVE
2022,6,45193,CAVE
2022,7,51525,CAVE
2022,8,24177,CAVE
2022,9,23494,CAVE
2022,10,32267,CAVE
2022,11,23257,CAVE
2022,12,27795,CAVE
2023,1,17532,CAVE
2023,2,19802,CAVE
2023,3,48596,CAVE
2023,4,38773,CAVE
2023,5,35216,CAVE
2023,6,42895,CAVE
2023,7,44816,CAVE
2023,8,25083,CAVE
2023,9,26461,CAVE
2023,10,37016,CAVE
2023,11,28331,CAVE
2023,12,29600,CAVE
1979,1,2732,CHIS
1979,2,3121,CHIS
1979,3,4774,CHIS
1979,4,5157,CHIS
1979,5,5805,CHIS
1979,6,6060,CHIS
1979,7,12639,CHIS
1979,8,15717,CHIS
1979,9,12187,CHIS
1979,10,6352,CHIS
1979,11,4087,CHIS
1979,12,4306,CHIS
1980,1,4418,CHIS
1980,2,2918,CHIS
1980,3,8054,CHIS
1980,4,8097,CHIS
1980,5,7760,CHIS
1980,6,13674,CHIS
1980,7,16783,CHIS
1980,8,19790,CHIS
1980,9,10025,CHIS
1980,10,4612,CHIS
1980,11,4919,CHIS
1980,12,3524,CHIS
1981,1,2815,CHIS
1981,2,5645,CHIS
1981,3,5603,CHIS
1981,4,5247,CHIS
1981,5,9070,CHIS
1981,6,7723,CHIS
1981,7,12086,CHIS
1981,8,13813,CHIS
1981,9,10969,CHIS
1981,10,5979,CHIS
1981,11,4479,CHIS
1981,12,4085,CHIS
1982,1,5451,CHIS
1982,2,13275,CHIS
1982,3,10530,CHIS
1982,4,11280,CHIS
1982,5,16845,CHIS
1982,6,14760,CHIS
1982,7,25454,CHIS
1982,8,26972,CHIS
1982,9,15384,CHIS
1982,10,11059,CHIS
1982,11,12296,CHIS
1982,12,8981,CHIS
1983,1,13809,CHIS
1983,2,14821,CHIS
1983,3,15833,CHIS
1983,4,14327,CHIS
1983,5,18302,CHIS
1983,6,20790,CHIS
1983,7,30820,CHIS
1983,8,26192,CHIS
1983,9,16808,CHIS
1983,10,12363,CHIS
1983,11,12325,CHIS
1983,12,8634,CHIS
1984,1,11177,CHIS
1984,2,14573,CHIS
1984,3,14608,CHIS
1984,4,15305,CHIS
1984,5,18535,CHIS
1984,6,18745,CHIS
1984,7,25778,CHIS
1984,8,26956,CHIS
1984,9,18004,CHIS
1984,10,14373,CHIS
1984,11,13643,CHIS
1984,12,11714,CHIS
1985,1,12865,CHIS
1985,2,9540,CHIS
1985,3,10967,CHIS
1985,4,10239,CHIS
1985,5,11897,CHIS
1985,6,12164,CHIS
1985,7,19922,CHIS
1985,8,24101,CHIS
1985,9,20473,CHIS
1985,10,10875,CHIS
1985,11,10838,CHIS
1985,12,10251,CHIS
1986,1,15061,CHIS
1986,2,7302,CHIS
1986,3,9925,CHIS
1986,4,11514,CHIS
1986,5,12594,CHIS
1986,6,14210,CHIS
1986,7,21062,CHIS
1986,8,24173,CHIS
1986,9,16955,CHIS
1986,10,17818,CHIS
1986,11,13439,CHIS
1986,12,8860,CHIS
1987,1,13326,CHIS
1987,2,9744,CHIS
1987,3,8095,CHIS
1987,4,9472,CHIS
1987,5,19363,CHIS
1987,6,12986,CHIS
1987,7,17344,CHIS
1987,8,24419,CHIS
1987,9,19533,CHIS
1987,10,15094,CHIS
1987,11,13844,CHIS
1987,12,11387,CHIS
1988,1,14484,CHIS
1988,2,10178,CHIS
1988,3,12457,CHIS
1988,4,11288,CHIS
1988,5,13900,CHIS
1988,6,10947,CHIS
1988,7,19317,CHIS
1988,8,21977,CHIS
1988,9,19041,CHIS
1988,10,13984,CHIS
1988,11,11321,CHIS
1988,12,9698,CHIS
1989,1,13244,CHIS
1989,2,9172,CHIS
1989,3,10289,CHIS
1989,4,10542,CHIS
1989,5,12249,CHIS
1989,6,11313,CHIS
1989,7,19689,CHIS
1989,8,17787,CHIS
1989,9,16051,CHIS
1989,10,12604,CHIS
1989,11,10953,CHIS
1989,12,8769,CHIS
1990,1,11640,CHIS
1990,2,7101,CHIS
1990,3,8183,CHIS
1990,4,11908,CHIS
1990,5,9579,CHIS
1990,6,10708,CHIS
1990,7,16876,CHIS
1990,8,22035,CHIS
1990,9,6852,CHIS
1990,10,15878,CHIS
1990,11,13385,CHIS
1990,12,9938,CHIS
1991,1,12309,CHIS
1991,2,6946,CHIS
1991,3,9252,CHIS
1991,4,9250,CHIS
1991,5,15562,CHIS
1991,6,9646,CHIS
1991,7,15962,CHIS
1991,8,19651,CHIS
1991,9,16067,CHIS
1991,10,14059,CHIS
1991,11,11377,CHIS
1991,12,9182,CHIS
1992,1,14090,CHIS
1992,2,9911,CHIS
1992,3,11527,CHIS
1992,4,13683,CHIS
1992,5,16830,CHIS
1992,6,14340,CHIS
1992,7,18813,CHIS
1992,8,11384,CHIS
1992,9,18785,CHIS
1992,10,16457,CHIS
1992,11,13644,CHIS
1992,12,9717,CHIS
1993,1,14405,CHIS
1993,2,9069,CHIS
1993,3,8631,CHIS
1993,4,13048,CHIS
1993,5,16138,CHIS
1993,6,13866,CHIS
1993,7,23904,CHIS
1993,8,25913,CHIS
1993,9,17685,CHIS
1993,10,20382,CHIS
1993,11,13349,CHIS
1993,12,8477,CHIS
1994,1,16233,CHIS
1994,2,9889,CHIS
1994,3,10897,CHIS
1994,4,14224,CHIS
1994,5,10717,CHIS
1994,6,12325,CHIS
1994,7,23520,CHIS
1994,8,25357,CHIS
1994,9,17069,CHIS
1994,10,15732,CHIS
1994,11,10057,CHIS
1994,12,9206,CHIS
1995,1,17214,CHIS
1995,2,31442,CHIS
1995,3,35350,CHIS
1995,4,38046,CHIS
1995,5,37915,CHIS
1995,6,39637,CHIS
1995,7,72446,CHIS
1995,8,98958,CHIS
1995,9,53242,CHIS
1995,10,47251,CHIS
1995,11,43371,CHIS
1995,12,11010,CHIS
1996,1,30975,CHIS
1996,2,33763,CHIS
1996,3,44735,CHIS
1996,4,29569,CHIS
1996,5,49880,CHIS
1996,6,58675,CHIS
1996,7,58793,CHIS
1996,8,59818,CHIS
1996,9,44349,CHIS
1996,10,29946,CHIS
1996,11,32510,CHIS
1996,12,17702,CHIS
1997,1,50357,CHIS
1997,2,34209,CHIS
1997,3,42654,CHIS
1997,4,38662,CHIS
1997,5,44930,CHIS
1997,6,43013,CHIS
1997,7,55698,CHIS
1997,8,61455,CHIS
1997,9,39266,CHIS
1997,10,30128,CHIS
1997,11,30279,CHIS
1997,12,18106,CHIS
1998,1,28012,CHIS
1998,2,18921,CHIS
1998,3,42505,CHIS
1998,4,47879,CHIS
1998,5,66763,CHIS
1998,6,58043,CHIS
1998,7,64375,CHIS
1998,8,75567,CHIS
1998,9,58488,CHIS
1998,10,49207,CHIS
1998,11,43226,CHIS
1998,12,21284,CHIS
1999,1,35545,CHIS
1999,2,33800,CHIS
1999,3,45707,CHIS
1999,4,51502,CHIS
1999,5,67729,CHIS
1999,6,49562,CHIS
1999,7,82870,CHIS
1999,8,68762,CHIS
1999,9,51389,CHIS
1999,10,53603,CHIS
1999,11,37893,CHIS
1999,12,28695,CHIS
2000,1,25593,CHIS
2000,2,22835,CHIS
2000,3,36054,CHIS
2000,4,40524,CHIS
2000,5,53695,CHIS
2000,6,51410,CHIS
2000,7,58609,CHIS
2000,8,59677,CHIS
2000,9,55317,CHIS
2000,10,25547,CHIS
2000,11,25772,CHIS
2000,12,27538,CHIS
2001,1,32316,CHIS
2001,2,27664,CHIS
2001,3,32570,CHIS
2001,4,42779,CHIS
2001,5,57457,CHIS
2001,6,52617,CHIS
2001,7,60541,CHIS
2001,8,66809,CHIS
2001,9,45530,CHIS
2001,10,43007,CHIS
2001,11,29532,CHIS
2001,12,29606,CHIS
2002,1,36653,CHIS
2002,2,39572,CHIS
2002,3,53729,CHIS
2002,4,68305,CHIS
2002,5,73469,CHIS
2002,6,56850,CHIS
2002,7,60572,CHIS
2002,8,69022,CHIS
2002,9,54380,CHIS
2002,10,37715,CHIS
2002,11,32613,CHIS
2002,12,31055,CHIS
2003,1,39792,CHIS
2003,2,32769,CHIS
2003,3,39387,CHIS
2003,4,43248,CHIS
2003,5,57610,CHIS
2003,6,66795,CHIS
2003,7,71851,CHIS
2003,8,74376,CHIS
2003,9,55783,CHIS
2003,10,41312,CHIS
2003,11,31566,CHIS
2003,12,31430,CHIS
2004,1,37978,CHIS
2004,2,30637,CHIS
2004,3,40684,CHIS
2004,4,56831,CHIS
2004,5,61310,CHIS
2004,6,58033,CHIS
2004,7,62994,CHIS
2004,8,79304,CHIS
2004,9,61629,CHIS
2004,10,26026,CHIS
2004,11,13107,CHIS
2004,12,9183,CHIS
2005,1,19573,CHIS
2005,2,21574,CHIS
2005,3,41489,CHIS
2005,4,40623,CHIS
2005,5,38757,CHIS
2005,6,61422,CHIS
2005,7,64849,CHIS
2005,8,52469,CHIS
2005,9,42447,CHIS
2005,10,28700,CHIS
2005,11,22204,CHIS
2006,1,16009,CHIS
2006,2,22396,CHIS
2006,3,30129,CHIS
2006,4,35366,CHIS
2006,5,32466,CHIS
2006,6,39562,CHIS
2006,7,50276,CHIS
2006,8,51456,CHIS
2006,9,36954,CHIS
2006,10,23665,CHIS
2006,11,21689,CHIS
2006,12,15288,CHIS
2007,1,16087,CHIS
2007,2,23541,CHIS
2007,3,38890,CHIS
2007,4,35241,CHIS
2007,5,30366,CHIS
2007,6,37646,CHIS
2007,7,43741,CHIS
2007,8,43895,CHIS
2007,9,36658,CHIS
2007,10,21340,CHIS
2007,11,16468,CHIS
2007,12,16933,CHIS
2008,1,13861,CHIS
2008,2,19698,CHIS
2008,3,30885,CHIS
2008,4,29361,CHIS
2008,5,22006,CHIS
2008,6,36709,CHIS
2008,7,46116,CHIS
2008,8,46593,CHIS
2008,9,30425,CHIS
2008,10,23139,CHIS
2008,11,18847,CHIS
2008,12,14537,CHIS
2009,1,17352,CHIS
2009,2,24320,CHIS
2009,3,35244,CHIS
2009,4,36596,CHIS
2009,5,39758,CHIS
2009,6,29663,CHIS
2009,7,42749,CHIS
2009,8,46835,CHIS
2009,9,29820,CHIS
2009,10,19619,CHIS
2009,11,14275,CHIS
2009,12,12514,CHIS
2010,1,19213,CHIS
2010,2,23044,CHIS
2010,3,24377,CHIS
2010,4,22903,CHIS
2010,5,26806,CHIS
2010,6,27992,CHIS
2010,7,29118,CHIS
2010,8,32454,CHIS
2010,9,22813,CHIS
2010,10,16520,CHIS
2010,11,19691,CHIS
2010,12,12584,CHIS
2011,1,14343,CHIS
2011,2,5384,CHIS
2011,3,16432,CHIS
2011,4,24939,CHIS
2011,5,20563,CHIS
2011,6,27136,CHIS
2011,7,38637,CHIS
2011,8,30872,CHIS
2011,9,21264,CHIS
2011,10,19337,CHIS
2011,11,11667,CHIS
2011,12,12182,CHIS
2012,1,15786,CHIS
2012,2,17918,CHIS
2012,3,20902,CHIS
2012,4,19663,CHIS
2012,5,24524,CHIS
2012,6,29404,CHIS
2012,7,36269,CHIS
2012,8,33227,CHIS
2012,9,24867,CHIS
2012,10,19904,CHIS
2012,11,4999,CHIS
2012,12,2131,CHIS
2013,1,12800,CHIS
2013,2,10671,CHIS
2013,3,15541,CHIS
2013,4,18927,CHIS
2013,5,21009,CHIS
2013,6,24797,CHIS
2013,7,27997,CHIS
2013,8,26273,CHIS
2013,9,18851,CHIS
2013,10,7193,CHIS
2013,11,13638,CHIS
2013,12,14332,CHIS
2014,1,18927,CHIS
2014,2,21183,CHIS
2014,3,32109,CHIS
2014,4,25698,CHIS
2014,5,32869,CHIS
2014,6,43584,CHIS
2014,7,50470,CHIS
2014,8,39208,CHIS
2014,9,27100,CHIS
2014,10,18271,CHIS
2014,11,17923,CHIS
2014,12,14819,CHIS
2015,1,19847,CHIS
2015,2,21653,CHIS
2015,3,29901,CHIS
2015,4,23479,CHIS
2015,5,34023,CHIS
2015,6,33193,CHIS
2015,7,46749,CHIS
2015,8,35392,CHIS
2015,9,24994,CHIS
2015,10,21871,CHIS
2015,11,18913,CHIS
2015,12,14801,CHIS
2016,1,15710,CHIS
2016,2,20168,CHIS
2016,3,28054,CHIS
2016,4,26142,CHIS
2016,5,33476,CHIS
2016,6,39342,CHIS
2016,7,49119,CHIS
2016,8,45123,CHIS
2016,9,39450,CHIS
2016,10,28906,CHIS
2016,11,20029,CHIS
2016,12,19288,CHIS
2017,1,18887,CHIS
2017,2,20325,CHIS
2017,3,32263,CHIS
2017,4,33888,CHIS
2017,5,37528,CHIS
2017,6,44852,CHIS
2017,7,56194,CHIS
2017,8,40750,CHIS
2017,9,33063,CHIS
2017,10,25495,CHIS
2017,11,23696,CHIS
2017,12,16746,CHIS
2018,1,15986,CHIS
2018,2,24878,CHIS
2018,3,30668,CHIS
2018,4,37565,CHIS
2018,5,33616,CHIS
2018,6,39141,CHIS
2018,7,49533,CHIS
2018,8,39684,CHIS
2018,9,31267,CHIS
2018,10,26844,CHIS
2018,11,21703,CHIS
2018,12,15365,CHIS
2019,1,9193,CHIS
2019,2,22263,CHIS
2019,3,34951,CHIS
2019,4,39218,CHIS
2019,5,39070,CHIS
2019,6,44915,CHIS
2019,7,47581,CHIS
2019,8,49793,CHIS
2019,9,38681,CHIS
2019,10,36691,CHIS
2019,11,25212,CHIS
2019,12,22062,CHIS
2020,1,18955,CHIS
2020,2,20318,CHIS
2020,3,13408,CHIS
2020,4,365,CHIS
2020,5,2514,CHIS
2020,6,13740,CHIS
2020,7,15323,CHIS
2020,8,18462,CHIS
2020,9,18147,CHIS
2020,10,26302,CHIS
2020,11,16745,CHIS
2020,12,3011,CHIS
2021,1,1684,CHIS
2021,2,13176,CHIS
2021,3,13914,CHIS
2021,4,22512,CHIS
2021,5,28239,CHIS
2021,6,40977,CHIS
2021,7,41381,CHIS
2021,8,36839,CHIS
2021,9,37121,CHIS
2021,10,35612,CHIS
2021,11,30330,CHIS
2021,12,17467,CHIS
2022,1,16968,CHIS
2022,2,21175,CHIS
2022,3,25048,CHIS
2022,4,30769,CHIS
2022,5,23636,CHIS
2022,6,30138,CHIS
2022,7,37853,CHIS
2022,8,33844,CHIS
2022,9,31120,CHIS
2022,10,27647,CHIS
2022,11,27468,CHIS
2022,12,17579,CHIS
2023,1,12950,CHIS
2023,2,19726,CHIS
2023,3,25063,CHIS
2023,4,27243,CHIS
2023,5,30918,CHIS
2023,6,36635,CHIS
2023,7,38390,CHIS
2023,8,31076,CHIS
2023,9,31607,CHIS
2023,10,28935,CHIS
2023,11,27115,CHIS
2023,12,19088,CHIS
1985,1,531,CONG
1985,2,740,CONG
1985,3,1888,CONG
1985,4,1795,CONG
1985,5,1404,CONG
1985,6,844,CONG
1985,7,836,CONG
1985,8,688,CONG
1985,9,779,CONG
1985,10,926,CONG
1985,11,1171,CONG
1985,12,730,CONG
1986,1,764,CONG
1986,2,1277,CONG
1986,3,2519,CONG
1986,4,1889,CONG
1986,5,1296,CONG
1986,6,965,CONG
1986,7,647,CONG
1986,8,825,CONG
1986,9,805,CONG
1986,10,1658,CONG
1986,11,2800,CONG
1986,12,1063,CONG
1987,1,1056,CONG
1987,2,907,CONG
1987,3,2383,CONG
1987,4,3022,CONG
1987,5,2621,CONG
1987,6,1422,CONG
1987,7,1217,CONG
1987,8,1026,CONG
1987,9,1093,CONG
1987,10,2088,CONG
1987,11,2327,CONG
1987,12,1150,CONG
1988,1,1144,CONG
1988,2,1501,CONG
1988,3,2598,CONG
1988,4,4250,CONG
1988,5,3659,CONG
1988,6,1872,CONG
1988,7,1900,CONG
1988,8,1238,CONG
1988,9,1510,CONG
1988,10,2389,CONG
1988,11,2786,CONG
1988,12,1410,CONG
1989,1,1409,CONG
1989,2,1613,CONG
1989,3,3630,CONG
1989,4,4194,CONG
1989,5,3210,CONG
1989,6,2417,CONG
1989,7,1767,CONG
1989,8,1500,CONG
1989,9,1232,CONG
1989,10,1745,CONG
1989,11,1988,CONG
1989,12,740,CONG
1990,1,1203,CONG
1990,2,1447,CONG
1990,3,2110,CONG
1990,4,3374,CONG
1990,5,2633,CONG
1990,6,2078,CONG
1990,7,1767,CONG
1990,8,1188,CONG
1990,9,1816,CONG
1990,10,1582,CONG
1990,11,2721,CONG
1990,12,1304,CONG
1991,1,1205,CONG
1991,2,1562,CONG
1991,3,2981,CONG
1991,4,3323,CONG
1991,5,2548,CONG
1991,6,2612,CONG
1991,7,1765,CONG
1991,8,1512,CONG
1991,9,2813,CONG
1991,10,5083,CONG
1991,11,3555,CONG
1991,12,2016,CONG
1992,1,2730,CONG
1992,2,3093,CONG
1992,3,4342,CONG
1992,4,5164,CONG
1992,5,5882,CONG
1992,6,2976,CONG
1992,7,2865,CONG
1992,8,2247,CONG
1992,9,2477,CONG
1992,10,2981,CONG
1992,11,3392,CONG
1992,12,1869,CONG
1993,1,3101,CONG
1993,2,3293,CONG
1993,3,3669,CONG
1993,4,7946,CONG
1993,5,7120,CONG
1993,6,4811,CONG
1993,7,4695,CONG
1993,8,3945,CONG
1993,9,4801,CONG
1993,10,4803,CONG
1993,11,4200,CONG
1993,12,2285,CONG
1994,1,1913,CONG
1994,2,4070,CONG
1994,3,8510,CONG
1994,4,8746,CONG
1994,5,7525,CONG
1994,6,4199,CONG
1994,7,6359,CONG
1994,8,6288,CONG
1994,9,6373,CONG
1994,10,4619,CONG
1994,11,4946,CONG
1994,12,4208,CONG
1995,1,2453,CONG
1995,2,4028,CONG
1995,3,10178,CONG
1995,4,8793,CONG
1995,5,7113,CONG
1995,6,6721,CONG
1995,7,4961,CONG
1995,8,5251,CONG
1995,9,6004,CONG
1995,10,5891,CONG
1995,11,2096,CONG
1995,12,4460,CONG
1996,1,3173,CONG
1996,2,5346,CONG
1996,3,7619,CONG
1996,4,9566,CONG
1996,5,6110,CONG
1996,6,4821,CONG
1996,7,4310,CONG
1996,8,4996,CONG
1996,9,4779,CONG
1996,10,4571,CONG
1996,11,3790,CONG
1996,12,3533,CONG
1997,1,4928,CONG
1997,2,4170,CONG
1997,3,8346,CONG
1997,4,4075,CONG
1997,5,9181,CONG
1997,6,6490,CONG
1997,7,6003,CONG
1997,8,3976,CONG
1997,9,4791,CONG
1997,10,8925,CONG
1997,11,5968,CONG
1997,12,3863,CONG
1998,1,5500,CONG
1998,2,5683,CONG
1998,3,6045,CONG
1998,4,9256,CONG
1998,5,8295,CONG
1998,6,6529,CONG
1998,7,8531,CONG
1998,8,6300,CONG
1998,9,9829,CONG
1998,10,12788,CONG
1998,11,8574,CONG
1998,12,6395,CONG
1999,1,6645,CONG
1999,2,7639,CONG
1999,3,8311,CONG
1999,4,10524,CONG
1999,5,8290,CONG
1999,6,6963,CONG
1999,7,4930,CONG
1999,8,4144,CONG
1999,9,6324,CONG
1999,10,5370,CONG
1999,11,7404,CONG
1999,12,5679,CONG
2000,1,4205,CONG
2000,2,7165,CONG
2000,3,11575,CONG
2000,4,10525,CONG
2000,5,11598,CONG
2000,6,8581,CONG
2000,7,6951,CONG
2000,8,6136,CONG
2000,9,8793,CONG
2000,10,8521,CONG
2000,11,8238,CONG
2000,12,3331,CONG
2001,1,6256,CONG
2001,2,8316,CONG
2001,3,11490,CONG
2001,4,15294,CONG
2001,5,11680,CONG
2001,6,9171,CONG
2001,7,8594,CONG
2001,8,7196,CONG
2001,9,11301,CONG
2001,10,12306,CONG
2001,11,10600,CONG
2001,12,7534,CONG
2002,1,6713,CONG
2002,2,9415,CONG
2002,3,11248,CONG
2002,4,11462,CONG
2002,5,11382,CONG
2002,6,9372,CONG
2002,7,7300,CONG
2002,8,6125,CONG
2002,9,6727,CONG
2002,10,6809,CONG
2002,11,10777,CONG
2002,12,4290,CONG
2003,1,6602,CONG
2003,2,7207,CONG
2003,3,15321,CONG
2003,4,10013,CONG
2003,5,10020,CONG
2003,6,6942,CONG
2003,7,6786,CONG
2003,8,8109,CONG
2003,9,5325,CONG
2003,10,10588,CONG
2003,11,12702,CONG
2003,12,7499,CONG
2004,1,7344,CONG
2004,2,11462,CONG
2004,3,12786,CONG
2004,4,14541,CONG
2004,5,11132,CONG
2004,6,4586,CONG
2004,7,10888,CONG
2004,8,8578,CONG
2004,9,9601,CONG
2004,10,13532,CONG
2004,11,13881,CONG
2004,12,7916,CONG
2005,1,5120,CONG
2005,2,5534,CONG
2005,3,12560,CONG
2005,4,9524,CONG
2005,5,8780,CONG
2005,6,4567,CONG
2005,7,4609,CONG
2005,8,5135,CONG
2005,9,6537,CONG
2005,10,10642,CONG
2005,11,5974,CONG
2005,12,5319,CONG
2006,1,7511,CONG
2006,2,4133,CONG
2006,3,16025,CONG
2006,4,17130,CONG
2006,5,12478,CONG
2006,6,13449,CONG
2006,7,9713,CONG
2006,8,6590,CONG
2006,9,10002,CONG
2006,10,14352,CONG
2006,11,11804,CONG
2006,12,10858,CONG
2007,1,6538,CONG
2007,2,6522,CONG
2007,3,13128,CONG
2007,4,12783,CONG
2007,5,11094,CONG
2007,6,8026,CONG
2007,7,14914,CONG
2007,8,12167,CONG
2007,9,8735,CONG
2007,10,7403,CONG
2007,11,8235,CONG
2007,12,5979,CONG
2008,1,6444,CONG
2008,2,13877,CONG
2008,3,12122,CONG
2008,4,11080,CONG
2008,5,11671,CONG
2008,6,6699,CONG
2008,7,3749,CONG
2008,8,7282,CONG
2008,9,8941,CONG
2008,10,7295,CONG
2008,11,8327,CONG
2008,12,7426,CONG
2009,1,4982,CONG
2009,2,9081,CONG
2009,3,11524,CONG
2009,4,13695,CONG
2009,5,20902,CONG
2009,6,7011,CONG
2009,7,9052,CONG
2009,8,7381,CONG
2009,9,11086,CONG
2009,10,11511,CONG
2009,11,10762,CONG
2009,12,5983,CONG
2010,1,5241,CONG
2010,2,17022,CONG
2010,3,21712,CONG
2010,4,3936,CONG
2010,5,9081,CONG
2010,6,9992,CONG
2010,7,10169,CONG
2010,8,6829,CONG
2010,9,7187,CONG
2010,10,13568,CONG
2010,11,11640,CONG
2010,12,4831,CONG
2011,1,6657,CONG
2011,2,8621,CONG
2011,3,12582,CONG
2011,4,11277,CONG
2011,5,11215,CONG
2011,6,11689,CONG
2011,7,3233,CONG
2011,8,11117,CONG
2011,9,15493,CONG
2011,10,11676,CONG
2011,11,9825,CONG
2011,12,6781,CONG
2012,1,8132,CONG
2012,2,6641,CONG
2012,3,11524,CONG
2012,4,11967,CONG
2012,5,14102,CONG
2012,6,6388,CONG
2012,7,8362,CONG
2012,8,7088,CONG
2012,9,8501,CONG
2012,10,11004,CONG
2012,11,9470,CONG
2012,12,6506,CONG
2013,1,10098,CONG
2013,2,6197,CONG
2013,3,12453,CONG
2013,4,14120,CONG
2013,5,12612,CONG
2013,6,11977,CONG
2013,7,11859,CONG
2013,8,8064,CONG
2013,9,8220,CONG
2013,10,6794,CONG
2013,11,11044,CONG
2013,12,6902,CONG
2014,1,7994,CONG
2014,2,7710,CONG
2014,3,12177,CONG
2014,4,16771,CONG
2014,5,9351,CONG
2014,6,9408,CONG
2014,7,7909,CONG
2014,8,9751,CONG
2014,9,9756,CONG
2014,10,11901,CONG
2014,11,10325,CONG
2014,12,7069,CONG
2015,1,3435,CONG
2015,2,6068,CONG
2015,3,11150,CONG
2015,4,10804,CONG
2015,5,10988,CONG
2015,6,7964,CONG
2015,7,8640,CONG
2015,8,4946,CONG
2015,9,3880,CONG
2015,10,4158,CONG
2015,11,8935,CONG
2015,12,6545,CONG
2016,1,6850,CONG
2016,2,6556,CONG
2016,3,19387,CONG
2016,4,14227,CONG
2016,5,16201,CONG
2016,6,13592,CONG
2016,7,8229,CONG
2016,8,11052,CONG
2016,9,11646,CONG
2016,10,12749,CONG
2016,11,10792,CONG
2016,12,12562,CONG
2017,1,7458,CONG
2017,2,13388,CONG
2017,3,21778,CONG
2017,4,18696,CONG
2017,5,18947,CONG
2017,6,14104,CONG
2017,7,10278,CONG
2017,8,13638,CONG
2017,9,7821,CONG
2017,10,11712,CONG
2017,11,13307,CONG
2017,12,8468,CONG
2018,1,7186,CONG
2018,2,11166,CONG
2018,3,21238,CONG
2018,4,14186,CONG
2018,5,22489,CONG
2018,6,13120,CONG
2018,7,10544,CONG
2018,8,12348,CONG
2018,9,5675,CONG
2018,10,8870,CONG
2018,11,9691,CONG
2018,12,9416,CONG
2019,1,7000,CONG
2019,2,10910,CONG
2019,3,17121,CONG
2019,4,15408,CONG
2019,5,28786,CONG
2019,6,13282,CONG
2019,7,10936,CONG
2019,8,11028,CONG
2019,9,8312,CONG
2019,10,13902,CONG
2019,11,11765,CONG
2019,12,10995,CONG
2020,1,9672,CONG
2020,2,10220,CONG
2020,3,10790,CONG
2020,4,0,CONG
2020,5,140,CONG
2020,6,4278,CONG
2020,7,12127,CONG
2020,8,9554,CONG
2020,9,11375,CONG
2020,10,19039,CONG
2020,11,17473,CONG
2020,12,14638,CONG
2021,1,14159,CONG
2021,2,14064,CONG
2021,3,22219,CONG
2021,4,20036,CONG
2021,5,24978,CONG
2021,6,18298,CONG
2021,7,16936,CONG
2021,8,12334,CONG
2021,9,17309,CONG
