Year,Month,RecreationVisits,UnitCode
2017,4,32127,REDW
2017,5,49170,REDW
2017,6,59862,REDW
2017,7,68427,REDW
2017,8,51747,REDW
2017,9,43677,REDW
2017,10,31446,REDW
2017,11,21096,REDW
2017,12,27009,REDW
2018,1,23502,REDW
2018,2,16684,REDW
2018,3,24118,REDW
2018,4,32580,REDW
2018,5,51464,REDW
2018,6,70581,REDW
2018,7,72787,REDW
2018,8,57316,REDW
2018,9,51968,REDW
2018,10,35275,REDW
2018,11,22477,REDW
2018,12,23784,REDW
2019,1,17129,REDW
2019,2,17768,REDW
2019,3,30938,REDW
2019,4,33179,REDW
2019,5,62796,REDW
2019,6,76137,REDW
2019,7,69750,REDW
2019,8,55227,REDW
2019,9,55568,REDW
2019,10,42048,REDW
2019,11,24430,REDW
2019,12,19752,REDW
2020,1,24128,REDW
2020,2,21201,REDW
2020,3,9079,REDW
2020,4,5212,REDW
2020,5,25258,REDW
2020,6,29408,REDW
2020,7,39126,REDW
2020,8,38488,REDW
2020,9,21343,REDW
2020,10,21833,REDW
2020,11,15981,REDW
2020,12,14120,REDW
2021,1,19790,REDW
2021,2,19708,REDW
2021,3,20645,REDW
2021,4,24290,REDW
2021,5,43346,REDW
2021,6,53024,REDW
2021,7,56573,REDW
2021,8,58121,REDW
2021,9,57927,REDW
2021,10,38708,REDW
2021,11,23828,REDW
2021,12,19919,REDW
2022,1,20630,REDW
2022,2,20202,REDW
2022,3,27390,REDW
2022,4,34053,REDW
2022,5,44887,REDW
2022,6,59736,REDW
2022,7,68544,REDW
2022,8,60003,REDW
2022,9,49954,REDW
2022,10,38004,REDW
2022,11,19904,REDW
2022,12,15093,REDW
2023,1,15304,REDW
2023,2,19542,REDW
2023,3,22212,REDW
2023,4,32444,REDW
2023,5,49794,REDW
2023,6,55601,REDW
2023,7,48652,REDW
2023,8,45993,REDW
2023,9,46687,REDW
2023,10,40581,REDW
2023,11,19835,REDW
2023,12,12460,REDW
1979,1,53585,ROMO
1979,2,85931,ROMO
1979,3,75070,ROMO
1979,4,66873,ROMO
1979,5,79577,ROMO
1979,6,368257,ROMO
1979,7,553294,ROMO
1979,8,600221,ROMO
1979,9,376202,ROMO
1979,10,198374,ROMO
1979,11,50283,ROMO
1979,12,60863,ROMO
1980,1,42902,ROMO
1980,2,59403,ROMO
1980,3,58790,ROMO
1980,4,64299,ROMO
1980,5,93210,ROMO
1980,6,410449,ROMO
1980,7,573465,ROMO
1980,8,609383,ROMO
1980,9,389771,ROMO
1980,10,219495,ROMO
1980,11,51344,ROMO
1980,12,69426,ROMO
1981,1,52645,ROMO
1981,2,47256,ROMO
1981,3,63637,ROMO
1981,4,78529,ROMO
1981,5,130744,ROMO
1981,6,439671,ROMO
1981,7,674786,ROMO
1981,8,677202,ROMO
1981,9,430738,ROMO
1981,10,202193,ROMO
1981,11,51650,ROMO
1981,12,62191,ROMO
1982,1,65547,ROMO
1982,2,59558,ROMO
1982,3,64554,ROMO
1982,4,74092,ROMO
1982,5,106375,ROMO
1982,6,366311,ROMO
1982,7,573923,ROMO
1982,8,613132,ROMO
1982,9,360870,ROMO
1982,10,177760,ROMO
1982,11,51377,ROMO
1982,12,50617,ROMO
1983,1,67598,ROMO
1983,2,70480,ROMO
1983,3,60310,ROMO
1983,4,79542,ROMO
1983,5,91340,ROMO
1983,6,322393,ROMO
1983,7,552473,ROMO
1983,8,625132,ROMO
1983,9,432745,ROMO
1983,10,193914,ROMO
1983,11,76969,ROMO
1983,12,26110,ROMO
1984,1,51124,ROMO
1984,2,49126,ROMO
1984,3,46210,ROMO
1984,4,46736,ROMO
1984,5,75806,ROMO
1984,6,303393,ROMO
1984,7,514848,ROMO
1984,8,605465,ROMO
1984,9,355768,ROMO
1984,10,93927,ROMO
1984,11,52850,ROMO
1984,12,36195,ROMO
1985,1,68416,ROMO
1985,2,47012,ROMO
1985,3,55707,ROMO
1985,4,58854,ROMO
1985,5,117475,ROMO
1985,6,327505,ROMO
1985,7,501624,ROMO
1985,8,585115,ROMO
1985,9,304574,ROMO
1985,10,87250,ROMO
1985,11,52986,ROMO
1985,12,42336,ROMO
1986,1,74949,ROMO
1986,2,38588,ROMO
1986,3,58001,ROMO
1986,4,67259,ROMO
1986,5,111710,ROMO
1986,6,303208,ROMO
1986,7,547751,ROMO
1986,8,643670,ROMO
1986,9,338915,ROMO
1986,10,126243,ROMO
1986,11,45674,ROMO
1986,12,52266,ROMO
1987,1,77184,ROMO
1987,2,52922,ROMO
1987,3,54316,ROMO
1987,4,59363,ROMO
1987,5,136049,ROMO
1987,6,365757,ROMO
1987,7,546231,ROMO
1987,8,621584,ROMO
1987,9,359746,ROMO
1987,10,171484,ROMO
1987,11,50425,ROMO
1987,12,36803,ROMO
1988,1,58824,ROMO
1988,2,52367,ROMO
1988,3,56677,ROMO
1988,4,57933,ROMO
1988,5,91676,ROMO
1988,6,399197,ROMO
1988,7,568028,ROMO
1988,8,617184,ROMO
1988,9,371318,ROMO
1988,10,178657,ROMO
1988,11,55402,ROMO
1988,12,36948,ROMO
1989,1,60075,ROMO
1989,2,52050,ROMO
1989,3,60381,ROMO
1989,4,52044,ROMO
1989,5,92436,ROMO
1989,6,370174,ROMO
1989,7,590130,ROMO
1989,8,600617,ROMO
1989,9,358910,ROMO
1989,10,183199,ROMO
1989,11,54061,ROMO
1989,12,28838,ROMO
1990,1,53565,ROMO
1990,2,49896,ROMO
1990,3,65280,ROMO
1990,4,60274,ROMO
1990,5,108881,ROMO
1990,6,435279,ROMO
1990,7,560806,ROMO
1990,8,646018,ROMO
1990,9,392873,ROMO
1990,10,164130,ROMO
1990,11,73064,ROMO
1990,12,37257,ROMO
1991,1,50910,ROMO
1991,2,57547,ROMO
1991,3,56241,ROMO
1991,4,67986,ROMO
1991,5,118351,ROMO
1991,6,434810,ROMO
1991,7,614118,ROMO
1991,8,642734,ROMO
1991,9,385524,ROMO
1991,10,237608,ROMO
1991,11,43136,ROMO
1991,12,42816,ROMO
1992,1,60038,ROMO
1992,2,48476,ROMO
1992,3,58478,ROMO
1992,4,80217,ROMO
1992,5,160788,ROMO
1992,6,408630,ROMO
1992,7,606764,ROMO
1992,8,623634,ROMO
1992,9,440843,ROMO
1992,10,218570,ROMO
1992,11,47490,ROMO
1992,12,34940,ROMO
1993,1,53780,ROMO
1993,2,39962,ROMO
1993,3,52511,ROMO
1993,4,65790,ROMO
1993,5,120708,ROMO
1993,6,424670,ROMO
1993,7,623451,ROMO
1993,8,654327,ROMO
1993,9,423570,ROMO
1993,10,230972,ROMO
1993,11,48776,ROMO
1993,12,41825,ROMO
1994,1,66336,ROMO
1994,2,46474,ROMO
1994,3,64501,ROMO
1994,4,73383,ROMO
1994,5,140442,ROMO
1994,6,454741,ROMO
1994,7,637208,ROMO
1994,8,691826,ROMO
1994,9,486600,ROMO
1994,10,200637,ROMO
1994,11,65256,ROMO
1994,12,41046,ROMO
1995,1,72264,ROMO
1995,2,55526,ROMO
1995,3,62216,ROMO
1995,4,63517,ROMO
1995,5,107774,ROMO
1995,6,401034,ROMO
1995,7,643304,ROMO
1995,8,718453,ROMO
1995,9,404990,ROMO
1995,10,237056,ROMO
1995,11,69520,ROMO
1995,12,42515,ROMO
1996,1,50604,ROMO
1996,2,56462,ROMO
1996,3,69517,ROMO
1996,4,73462,ROMO
1996,5,177831,ROMO
1996,6,442730,ROMO
1996,7,669291,ROMO
1996,8,658613,ROMO
1996,9,405585,ROMO
1996,10,194353,ROMO
1996,11,61799,ROMO
1996,12,63508,ROMO
1997,1,60995,ROMO
1997,2,55496,ROMO
1997,3,82957,ROMO
1997,4,54619,ROMO
1997,5,182301,ROMO
1997,6,477849,ROMO
1997,7,672256,ROMO
1997,8,635015,ROMO
1997,9,408657,ROMO
1997,10,211588,ROMO
1997,11,65166,ROMO
1997,12,58455,ROMO
1998,1,64192,ROMO
1998,2,61194,ROMO
1998,3,70334,ROMO
1998,4,67735,ROMO
1998,5,198448,ROMO
1998,6,453744,ROMO
1998,7,683467,ROMO
1998,8,636460,ROMO
1998,9,445728,ROMO
1998,10,227638,ROMO
1998,11,69927,ROMO
1998,12,56555,ROMO
1999,1,60871,ROMO
1999,2,74798,ROMO
1999,3,87163,ROMO
1999,4,58644,ROMO
1999,5,187697,ROMO
1999,6,471035,ROMO
1999,7,739167,ROMO
1999,8,644694,ROMO
1999,9,466394,ROMO
1999,10,228197,ROMO
1999,11,94367,ROMO
1999,12,73296,ROMO
2000,1,67728,ROMO
2000,2,74328,ROMO
2000,3,83498,ROMO
2000,4,82564,ROMO
2000,5,211790,ROMO
2000,6,483925,ROMO
2000,7,735598,ROMO
2000,8,597407,ROMO
2000,9,448191,ROMO
2000,10,242240,ROMO
2000,11,85145,ROMO
2000,12,72978,ROMO
2001,1,62319,ROMO
2001,2,66820,ROMO
2001,3,73736,ROMO
2001,4,82007,ROMO
2001,5,198797,ROMO
2001,6,499970,ROMO
2001,7,749500,ROMO
2001,8,616789,ROMO
2001,9,463160,ROMO
2001,10,184616,ROMO
2001,11,81020,ROMO
2001,12,60951,ROMO
2002,1,64696,ROMO
2002,2,62365,ROMO
2002,3,78997,ROMO
2002,4,72485,ROMO
2002,5,228491,ROMO
2002,6,491045,ROMO
2002,7,653677,ROMO
2002,8,598693,ROMO
2002,9,428493,ROMO
2002,10,183445,ROMO
2002,11,57455,ROMO
2002,12,68633,ROMO
2003,1,61472,ROMO
2003,2,48224,ROMO
2003,3,63999,ROMO
2003,4,69226,ROMO
2003,5,198771,ROMO
2003,6,457861,ROMO
2003,7,678086,ROMO
2003,8,626473,ROMO
2003,9,465941,ROMO
2003,10,262699,ROMO
2003,11,69681,ROMO
2003,12,64823,ROMO
2004,1,57795,ROMO
2004,2,58503,ROMO
2004,3,79540,ROMO
2004,4,62595,ROMO
2004,5,179887,ROMO
2004,6,421739,ROMO
2004,7,633725,ROMO
2004,8,561913,ROMO
2004,9,407864,ROMO
2004,10,200180,ROMO
2004,11,52173,ROMO
2004,12,65985,ROMO
2005,1,60206,ROMO
2005,2,61932,ROMO
2005,3,60125,ROMO
2005,4,60341,ROMO
2005,5,178599,ROMO
2005,6,417346,ROMO
2005,7,658903,ROMO
2005,8,556353,ROMO
2005,9,406772,ROMO
2005,10,199748,ROMO
2005,11,79707,ROMO
2005,12,58336,ROMO
2006,1,55549,ROMO
2006,2,51901,ROMO
2006,3,59636,ROMO
2006,4,73816,ROMO
2006,5,187936,ROMO
2006,6,451277,ROMO
2006,7,641178,ROMO
2006,8,516531,ROMO
2006,9,412722,ROMO
2006,10,177716,ROMO
2006,11,61323,ROMO
2006,12,54091,ROMO
2007,1,51340,ROMO
2007,2,51929,ROMO
2007,3,77306,ROMO
2007,4,75190,ROMO
2007,5,188187,ROMO
2007,6,468770,ROMO
2007,7,653885,ROMO
2007,8,559939,ROMO
2007,9,442327,ROMO
2007,10,204583,ROMO
2007,11,70953,ROMO
2007,12,50974,ROMO
2008,1,62228,ROMO
2008,2,58860,ROMO
2008,3,71260,ROMO
2008,4,63083,ROMO
2008,5,165489,ROMO
2008,6,420334,ROMO
2008,7,611760,ROMO
2008,8,533886,ROMO
2008,9,424613,ROMO
2008,10,213467,ROMO
2008,11,74914,ROMO
2008,12,57496,ROMO
2009,1,70858,ROMO
2009,2,58375,ROMO
2009,3,75022,ROMO
2009,4,58842,ROMO
2009,5,207827,ROMO
2009,6,426453,ROMO
2009,7,626907,ROMO
2009,8,568455,ROMO
2009,9,443488,ROMO
2009,10,171959,ROMO
2009,11,67894,ROMO
2009,12,46245,ROMO
2010,1,64618,ROMO
2010,2,44576,ROMO
2010,3,70117,ROMO
2010,4,69097,ROMO
2010,5,180710,ROMO
2010,6,441738,ROMO
2010,7,668418,ROMO
2010,8,574638,ROMO
2010,9,461942,ROMO
2010,10,245770,ROMO
2010,11,67862,ROMO
2010,12,66335,ROMO
2011,1,68641,ROMO
2011,2,50540,ROMO
2011,3,73760,ROMO
2011,4,77183,ROMO
2011,5,163587,ROMO
2011,6,500733,ROMO
2011,7,743741,ROMO
2011,8,620534,ROMO
2011,9,483780,ROMO
2011,10,264617,ROMO
2011,11,68076,ROMO
2011,12,61749,ROMO
2012,1,68537,ROMO
2012,2,62036,ROMO
2012,3,104374,ROMO
2012,4,117053,ROMO
2012,5,228950,ROMO
2012,6,500206,ROMO
2012,7,651722,ROMO
2012,8,589131,ROMO
2012,9,527172,ROMO
2012,10,219946,ROMO
2012,11,93714,ROMO
2012,12,66776,ROMO
2013,1,78022,ROMO
2013,2,68831,ROMO
2013,3,89691,ROMO
2013,4,90379,ROMO
2013,5,239184,ROMO
2013,6,602508,ROMO
2013,7,712583,ROMO
2013,8,621852,ROMO
2013,9,253467,ROMO
2013,10,66275,ROMO
2013,11,86379,ROMO
2013,12,81970,ROMO
2014,1,77633,ROMO
2014,2,76881,ROMO
2014,3,99077,ROMO
2014,4,97100,ROMO
2014,5,220532,ROMO
2014,6,538725,ROMO
2014,7,693685,ROMO
2014,8,616826,ROMO
2014,9,537694,ROMO
2014,10,305651,ROMO
2014,11,90915,ROMO
2014,12,80032,ROMO
2015,1,98928,ROMO
2015,2,85123,ROMO
2015,3,134304,ROMO
2015,4,116959,ROMO
2015,5,259711,ROMO
2015,6,608796,ROMO
2015,7,858426,ROMO
2015,8,765579,ROMO
2015,9,644350,ROMO
2015,10,371558,ROMO
2015,11,118398,ROMO
2015,12,93784,ROMO
2016,1,115207,ROMO
2016,2,105125,ROMO
2016,3,135053,ROMO
2016,4,129967,ROMO
2016,5,285868,ROMO
2016,6,700990,ROMO
2016,7,912507,ROMO
2016,8,772849,ROMO
2016,9,711110,ROMO
2016,10,398525,ROMO
2016,11,158553,ROMO
2016,12,91831,ROMO
2017,1,95602,ROMO
2017,2,98832,ROMO
2017,3,145110,ROMO
2017,4,158360,ROMO
2017,5,263222,ROMO
2017,6,741247,ROMO
2017,7,885478,ROMO
2017,8,782625,ROMO
2017,9,681160,ROMO
2017,10,332526,ROMO
2017,11,140223,ROMO
2017,12,112830,ROMO
2018,1,111422,ROMO
2018,2,84245,ROMO
2018,3,156434,ROMO
2018,4,151975,ROMO
2018,5,305993,ROMO
2018,6,720822,ROMO
2018,7,931929,ROMO
2018,8,798306,ROMO
2018,9,784480,ROMO
2018,10,312757,ROMO
2018,11,125349,ROMO
2018,12,106781,ROMO
2019,1,118152,ROMO
2019,2,99873,ROMO
2019,3,146414,ROMO
2019,4,160259,ROMO
2019,5,280351,ROMO
2019,6,698224,ROMO
2019,7,973992,ROMO
2019,8,830039,ROMO
2019,9,752320,ROMO
2019,10,374003,ROMO
2019,11,123376,ROMO
2019,12,113050,ROMO
2020,1,126866,ROMO
2020,2,110667,ROMO
2020,3,97690,ROMO
2020,4,0,ROMO
2020,5,63051,ROMO
2020,6,491355,ROMO
2020,7,723478,ROMO
2020,8,580368,ROMO
2020,9,500019,ROMO
2020,10,297665,ROMO
2020,11,157875,ROMO
2020,12,156165,ROMO
2021,1,140715,ROMO
2021,2,133771,ROMO
2021,3,155819,ROMO
2021,4,183792,ROMO
2021,5,335060,ROMO
2021,6,671232,ROMO
2021,7,904767,ROMO
2021,8,746343,ROMO
2021,9,521233,ROMO
2021,10,352736,ROMO
2021,11,164992,ROMO
2021,12,124388,ROMO
2022,1,130331,ROMO
2022,2,101109,ROMO
2022,3,145752,ROMO
2022,4,153666,ROMO
2022,5,286464,ROMO
2022,6,627860,ROMO
2022,7,811861,ROMO
2022,8,665531,ROMO
2022,9,650863,ROMO
2022,10,474957,ROMO
2022,11,131655,ROMO
2022,12,120375,ROMO
2023,1,117076,ROMO
2023,2,116551,ROMO
2023,3,155616,ROMO
2023,4,164809,ROMO
2023,5,334763,ROMO
2023,6,576304,ROMO
2023,7,734323,ROMO
2023,8,656651,ROMO
2023,9,595167,ROMO
2023,10,393340,ROMO
2023,11,148217,ROMO
2023,12,123020,ROMO
1979,1,54216,SAGU
1979,2,66330,SAGU
1979,3,79243,SAGU
1979,4,65985,SAGU
1979,5,47707,SAGU
1979,6,35501,SAGU
1979,7,31567,SAGU
1979,8,34123,SAGU
1979,9,32988,SAGU
1979,10,33580,SAGU
1979,11,38193,SAGU
1979,12,47053,SAGU
1980,1,54158,SAGU
1980,2,59758,SAGU
1980,3,107272,SAGU
1980,4,64594,SAGU
1980,5,57424,SAGU
1980,6,38456,SAGU
1980,7,36438,SAGU
1980,8,38694,SAGU
1980,9,35032,SAGU
1980,10,40113,SAGU
1980,11,40028,SAGU
1980,12,39350,SAGU
1981,1,48937,SAGU
1981,2,54169,SAGU
1981,3,57617,SAGU
1981,4,54792,SAGU
1981,5,35940,SAGU
1981,6,25380,SAGU
1981,7,26922,SAGU
1981,8,25376,SAGU
1981,9,26139,SAGU
1981,10,40387,SAGU
1981,11,36664,SAGU
1981,12,38275,SAGU
1982,1,61284,SAGU
1982,2,65354,SAGU
1982,3,75288,SAGU
1982,4,66487,SAGU
1982,5,53636,SAGU
1982,6,33627,SAGU
1982,7,34859,SAGU
1982,8,30639,SAGU
1982,9,27691,SAGU
1982,10,38687,SAGU
1982,11,38731,SAGU
1982,12,40524,SAGU
1983,1,60487,SAGU
1983,2,70577,SAGU
1983,3,95435,SAGU
1983,4,77953,SAGU
1983,5,54243,SAGU
1983,6,38575,SAGU
1983,7,33404,SAGU
1983,8,29793,SAGU
1983,9,32000,SAGU
1983,10,40762,SAGU
1983,11,44856,SAGU
1983,12,56603,SAGU
1984,1,92268,SAGU
1984,2,98169,SAGU
1984,3,80172,SAGU
1984,4,73408,SAGU
1984,5,56770,SAGU
1984,6,43736,SAGU
1984,7,36896,SAGU
1984,8,33813,SAGU
1984,9,32407,SAGU
1984,10,45917,SAGU
1984,11,49618,SAGU
1984,12,56118,SAGU
1985,1,86287,SAGU
1985,2,86936,SAGU
1985,3,84924,SAGU
1985,4,66091,SAGU
1985,5,64355,SAGU
1985,6,38620,SAGU
1985,7,27187,SAGU
1985,8,28149,SAGU
1985,9,33299,SAGU
1985,10,38822,SAGU
1985,11,38763,SAGU
1985,12,43278,SAGU
1986,1,64910,SAGU
1986,2,53494,SAGU
1986,3,70949,SAGU
1986,4,48213,SAGU
1986,5,44948,SAGU
1986,6,29284,SAGU
1986,7,39198,SAGU
1986,8,50479,SAGU
1986,9,41458,SAGU
1986,10,53286,SAGU
1986,11,57184,SAGU
1986,12,60248,SAGU
1987,1,75648,SAGU
1987,2,80256,SAGU
1987,3,90033,SAGU
1987,4,78388,SAGU
1987,5,59836,SAGU
1987,6,40471,SAGU
1987,7,36923,SAGU
1987,8,44140,SAGU
1987,9,37577,SAGU
1987,10,46910,SAGU
1987,11,51078,SAGU
1987,12,48673,SAGU
1988,1,72575,SAGU
1988,2,70296,SAGU
1988,3,69634,SAGU
1988,4,78933,SAGU
1988,5,59003,SAGU
1988,6,36330,SAGU
1988,7,41708,SAGU
1988,8,70971,SAGU
1988,9,42978,SAGU
1988,10,37296,SAGU
1988,11,45399,SAGU
1988,12,50274,SAGU
1989,1,84068,SAGU
1989,2,69581,SAGU
1989,3,87465,SAGU
1989,4,102396,SAGU
1989,5,51365,SAGU
1989,6,36262,SAGU
1989,7,39903,SAGU
1989,8,35391,SAGU
1989,9,40106,SAGU
1989,10,44738,SAGU
1989,11,57426,SAGU
1989,12,57490,SAGU
1990,1,65452,SAGU
1990,2,85914,SAGU
1990,3,90388,SAGU
1990,4,87985,SAGU
1990,5,59199,SAGU
1990,6,34902,SAGU
1990,7,45691,SAGU
1990,8,53122,SAGU
1990,9,35478,SAGU
1990,10,37966,SAGU
1990,11,54424,SAGU
1990,12,51807,SAGU
1991,1,48052,SAGU
1991,2,67966,SAGU
1991,3,99603,SAGU
1991,4,68840,SAGU
1991,5,63826,SAGU
1991,6,38788,SAGU
1991,7,62608,SAGU
1991,8,43825,SAGU
1991,9,39342,SAGU
1991,10,55292,SAGU
1991,11,43082,SAGU
1991,12,47810,SAGU
1992,1,66721,SAGU
1992,2,88200,SAGU
1992,3,92594,SAGU
1992,4,175295,SAGU
1992,5,62873,SAGU
1992,6,38724,SAGU
1992,7,39260,SAGU
1992,8,40746,SAGU
1992,9,24337,SAGU
1992,10,37640,SAGU
1992,11,56313,SAGU
1992,12,87356,SAGU
1993,1,64507,SAGU
1993,2,98333,SAGU
1993,3,169803,SAGU
1993,4,91142,SAGU
1993,5,61631,SAGU
1993,6,38687,SAGU
1993,7,38150,SAGU
1993,8,41905,SAGU
1993,9,44796,SAGU
1993,10,55976,SAGU
1993,11,57853,SAGU
1993,12,65484,SAGU
1994,1,78121,SAGU
1994,2,97220,SAGU
1994,3,107228,SAGU
1994,4,90779,SAGU
1994,5,62431,SAGU
1994,6,31776,SAGU
1994,7,34791,SAGU
1994,8,41978,SAGU
1994,9,45780,SAGU
1994,10,54946,SAGU
1994,11,58230,SAGU
1994,12,65405,SAGU
1995,1,84539,SAGU
1995,2,93651,SAGU
1995,3,109434,SAGU
1995,4,89504,SAGU
1995,5,71318,SAGU
1995,6,34025,SAGU
1995,7,32069,SAGU
1995,8,40165,SAGU
1995,9,50443,SAGU
1995,10,52271,SAGU
1995,11,40469,SAGU
1995,12,34925,SAGU
1996,1,48014,SAGU
1996,2,74912,SAGU
1996,3,85078,SAGU
1996,4,69597,SAGU
1996,5,48130,SAGU
1996,6,36174,SAGU
1996,7,33883,SAGU
1996,8,31636,SAGU
1996,9,55344,SAGU
1996,10,66173,SAGU
1996,11,61668,SAGU
1996,12,61034,SAGU
1997,1,89857,SAGU
1997,2,69911,SAGU
1997,3,116029,SAGU
1997,4,63650,SAGU
1997,5,67192,SAGU
1997,6,46766,SAGU
1997,7,41088,SAGU
1997,8,44289,SAGU
1997,9,38798,SAGU
1997,10,64254,SAGU
1997,11,50285,SAGU
1997,12,47291,SAGU
1998,1,69904,SAGU
1998,2,78613,SAGU
1998,3,95458,SAGU
1998,4,94633,SAGU
1998,5,59742,SAGU
1998,6,45231,SAGU
1998,7,39013,SAGU
1998,8,41516,SAGU
1998,9,39808,SAGU
1998,10,57247,SAGU
1998,11,61444,SAGU
1998,12,33551,SAGU
1999,1,73919,SAGU
1999,2,75212,SAGU
1999,3,117488,SAGU
1999,4,64570,SAGU
1999,5,60409,SAGU
1999,6,49021,SAGU
1999,7,45681,SAGU
1999,8,43119,SAGU
1999,9,41091,SAGU
1999,10,55548,SAGU
1999,11,53353,SAGU
1999,12,69603,SAGU
2000,1,75600,SAGU
2000,2,109956,SAGU
2000,3,103194,SAGU
2000,4,78022,SAGU
2000,5,45792,SAGU
2000,6,50792,SAGU
2000,7,42136,SAGU
2000,8,37172,SAGU
2000,9,36249,SAGU
2000,10,47194,SAGU
2000,11,80493,SAGU
2000,12,58595,SAGU
2001,1,69639,SAGU
2001,2,89031,SAGU
2001,3,114921,SAGU
2001,4,90538,SAGU
2001,5,50322,SAGU
2001,6,39500,SAGU
2001,7,43414,SAGU
2001,8,39233,SAGU
2001,9,32738,SAGU
2001,10,39415,SAGU
2001,11,59725,SAGU
2001,12,57398,SAGU
2002,1,63112,SAGU
2002,2,67572,SAGU
2002,3,109323,SAGU
2002,4,61472,SAGU
2002,5,41645,SAGU
2002,6,33564,SAGU
2002,7,37835,SAGU
2002,8,39101,SAGU
2002,9,32300,SAGU
2002,10,20982,SAGU
2002,11,49680,SAGU
2002,12,58459,SAGU
2003,1,70135,SAGU
2003,2,72986,SAGU
2003,3,111760,SAGU
2003,4,58639,SAGU
2003,5,52457,SAGU
2003,6,33228,SAGU
2003,7,38741,SAGU
2003,8,42007,SAGU
2003,9,28814,SAGU
2003,10,43747,SAGU
2003,11,44804,SAGU
2003,12,46379,SAGU
2004,1,60749,SAGU
2004,2,85922,SAGU
2004,3,98564,SAGU
2004,4,54559,SAGU
2004,5,49953,SAGU
2004,6,34763,SAGU
2004,7,42098,SAGU
2004,8,37625,SAGU
2004,9,34178,SAGU
2004,10,45479,SAGU
2004,11,53001,SAGU
2004,12,54573,SAGU
2005,1,69802,SAGU
2005,2,83199,SAGU
2005,3,122738,SAGU
2005,4,75455,SAGU
2005,5,50760,SAGU
2005,6,40169,SAGU
2005,7,38220,SAGU
2005,8,47620,SAGU
2005,9,34215,SAGU
2005,10,50482,SAGU
2005,11,54188,SAGU
2005,12,60360,SAGU
2006,1,67957,SAGU
2006,2,80926,SAGU
2006,3,91782,SAGU
2006,4,69239,SAGU
2006,5,43282,SAGU
2006,6,31219,SAGU
2006,7,34515,SAGU
2006,8,32592,SAGU
2006,9,27631,SAGU
2006,10,40939,SAGU
2006,11,42227,SAGU
2006,12,57674,SAGU
2007,1,63711,SAGU
2007,2,75078,SAGU
2007,3,94263,SAGU
2007,4,74777,SAGU
2007,5,45859,SAGU
2007,6,30128,SAGU
2007,7,37553,SAGU
2007,8,37745,SAGU
2007,9,39608,SAGU
2007,10,45484,SAGU
2007,11,49275,SAGU
2007,12,64996,SAGU
2008,1,85391,SAGU
2008,2,81943,SAGU
2008,3,122037,SAGU
2008,4,67583,SAGU
2008,5,47259,SAGU
2008,6,33241,SAGU
2008,7,38548,SAGU
2008,8,38285,SAGU
2008,9,30789,SAGU
2008,10,41221,SAGU
2008,11,48324,SAGU
2008,12,64516,SAGU
2009,1,79316,SAGU
2009,2,79820,SAGU
2009,3,110768,SAGU
2009,4,68006,SAGU
2009,5,44619,SAGU
2009,6,34837,SAGU
2009,7,36024,SAGU
2009,8,34077,SAGU
2009,9,32817,SAGU
2009,10,39052,SAGU
2009,11,50985,SAGU
2009,12,54913,SAGU
2010,1,71191,SAGU
2010,2,73176,SAGU
2010,3,116329,SAGU
2010,4,80796,SAGU
2010,5,55502,SAGU
2010,6,35360,SAGU
2010,7,36731,SAGU
2010,8,34563,SAGU
2010,9,35949,SAGU
2010,10,53198,SAGU
2010,11,72830,SAGU
2010,12,51989,SAGU
2011,1,67367,SAGU
2011,2,71376,SAGU
2011,3,81315,SAGU
2011,4,61185,SAGU
2011,5,43694,SAGU
2011,6,27132,SAGU
2011,7,34275,SAGU
2011,8,31648,SAGU
2011,9,30047,SAGU
2011,10,47128,SAGU
2011,11,62820,SAGU
2011,12,52058,SAGU
2012,1,61544,SAGU
2012,2,77317,SAGU
2012,3,90023,SAGU
2012,4,61418,SAGU
2012,5,44534,SAGU
2012,6,32114,SAGU
2012,7,39512,SAGU
2012,8,34863,SAGU
2012,9,33840,SAGU
2012,10,43143,SAGU
2012,11,60037,SAGU
2012,12,55941,SAGU
2013,1,76927,SAGU
2013,2,70794,SAGU
2013,3,125881,SAGU
2013,4,94764,SAGU
2013,5,46141,SAGU
2013,6,30949,SAGU
2013,7,39896,SAGU
2013,8,35161,SAGU
2013,9,31072,SAGU
2013,10,29117,SAGU
2013,11,41561,SAGU
2013,12,55998,SAGU
2014,1,77883,SAGU
2014,2,76856,SAGU
2014,3,96500,SAGU
2014,4,70494,SAGU
2014,5,45841,SAGU
2014,6,32480,SAGU
2014,7,36279,SAGU
2014,8,38075,SAGU
2014,9,34155,SAGU
2014,10,44325,SAGU
2014,11,59958,SAGU
2014,12,60726,SAGU
2015,1,82743,SAGU
2015,2,97933,SAGU
2015,3,118729,SAGU
2015,4,77715,SAGU
2015,5,55800,SAGU
2015,6,34434,SAGU
2015,7,41292,SAGU
2015,8,37614,SAGU
2015,9,37218,SAGU
2015,10,45058,SAGU
2015,11,60026,SAGU
2015,12,64884,SAGU
2016,1,88923,SAGU
2016,2,103376,SAGU
2016,3,118125,SAGU
2016,4,83290,SAGU
2016,5,57396,SAGU
2016,6,37587,SAGU
2016,7,40050,SAGU
2016,8,42248,SAGU
2016,9,38865,SAGU
2016,10,51086,SAGU
2016,11,67524,SAGU
2016,12,91956,SAGU
2017,1,106868,SAGU
2017,2,129417,SAGU
2017,3,139654,SAGU
2017,4,99335,SAGU
